variable,year,level
OTHERCPT2,2021,57282
OTHERCPT2,2021,57283
OTHERCPT2,2021,57288
OTHERCPT2,2021,58100
OTHERCPT2,2021,58146
OTHERCPT2,2021,58260
OTHERCPT2,2021,58300
OTHERCPT2,2021,58661
OTHERCPT2,2021,58720
OTHERCPT2,2021,69641
OTHERCPT2,2021,69990
OTHERCPT2,2021,74420
OTHERCPT2,2021,75630
OTHERCPT2,2021,75710
OTHERCPT2,2021,76705
OTHERCPT2,2021,76937
OTHERCPT2,2021,76940
OTHERCPT2,2021,77001
OTHERCPT2,2021,92242
OTHERCPT2,2021,97605
OTHERCPT2,2021,97606
OTHERCPT2,2021,NULL
OTHERCPT2,2022,11008
OTHERCPT2,2022,15002
OTHERCPT2,2022,15003
OTHERCPT2,2022,15734
OTHERCPT2,2022,15771
OTHERCPT2,2022,15772
OTHERCPT2,2022,15777
OTHERCPT2,2022,15830
OTHERCPT2,2022,15877
OTHERCPT2,2022,19303
OTHERCPT2,2022,19305
OTHERCPT2,2022,20680
OTHERCPT2,2022,21627
OTHERCPT2,2022,22900
OTHERCPT2,2022,22905
OTHERCPT2,2022,36260
OTHERCPT2,2022,38570
OTHERCPT2,2022,38572
OTHERCPT2,2022,38747
OTHERCPT2,2022,38770
OTHERCPT2,2022,38780
OTHERCPT2,2022,38900
OTHERCPT2,2022,43762
OTHERCPT2,2022,44139
OTHERCPT2,2022,44160
OTHERCPT2,2022,44213
OTHERCPT2,2022,44238
OTHERCPT2,2022,44312
OTHERCPT2,2022,44346
OTHERCPT2,2022,44620
OTHERCPT2,2022,44626
OTHERCPT2,2022,44650
OTHERCPT2,2022,44700
OTHERCPT2,2022,44955
OTHERCPT2,2022,46924
OTHERCPT2,2022,47100
OTHERCPT2,2022,47380
OTHERCPT2,2022,47382
OTHERCPT2,2022,47562
OTHERCPT2,2022,47600
OTHERCPT2,2022,49000
OTHERCPT2,2022,49203
OTHERCPT2,2022,49204
OTHERCPT2,2022,49205
OTHERCPT2,2022,49255
OTHERCPT2,2022,49329
OTHERCPT2,2022,49402
OTHERCPT2,2022,49505
OTHERCPT2,2022,49550
OTHERCPT2,2022,49560
OTHERCPT2,2022,49565
OTHERCPT2,2022,49568
OTHERCPT2,2022,49587
OTHERCPT2,2022,49905
OTHERCPT2,2022,50650
OTHERCPT2,2022,52000
OTHERCPT2,2022,57120
OTHERCPT2,2022,57240
OTHERCPT2,2022,57250
OTHERCPT2,2022,57260
OTHERCPT2,2022,57282
OTHERCPT2,2022,57283
OTHERCPT2,2022,57288
OTHERCPT2,2022,57425
OTHERCPT2,2022,58542
OTHERCPT2,2022,97605
OTHERCPT2,2022,NULL
OTHERCPT2,2023,11008
OTHERCPT2,2023,11970
OTHERCPT2,2023,14302
OTHERCPT2,2023,15100
OTHERCPT2,2023,15734
OTHERCPT2,2023,15771
OTHERCPT2,2023,19316
OTHERCPT2,2023,19370
OTHERCPT2,2023,21556
OTHERCPT2,2023,30450
OTHERCPT2,2023,35206
OTHERCPT2,2023,36260
OTHERCPT2,2023,38570
OTHERCPT2,2023,38747
OTHERCPT2,2023,38900
OTHERCPT2,2023,38999
OTHERCPT2,2023,42953
OTHERCPT2,2023,43611
OTHERCPT2,2023,43659
OTHERCPT2,2023,44120
OTHERCPT2,2023,44139
OTHERCPT2,2023,44160
OTHERCPT2,2023,44202
OTHERCPT2,2023,44213
OTHERCPT2,2023,44238
OTHERCPT2,2023,44310
OTHERCPT2,2023,44625
OTHERCPT2,2023,44640
OTHERCPT2,2023,44700
OTHERCPT2,2023,44950
OTHERCPT2,2023,44955
OTHERCPT2,2023,47100
OTHERCPT2,2023,47379
OTHERCPT2,2023,47380
OTHERCPT2,2023,47600
OTHERCPT2,2023,48140
OTHERCPT2,2023,49203
OTHERCPT2,2023,49205
OTHERCPT2,2023,49320
OTHERCPT2,2023,49329
OTHERCPT2,2023,49594
OTHERCPT2,2023,49595
OTHERCPT2,2023,49618
OTHERCPT2,2023,49622
OTHERCPT2,2023,49623
OTHERCPT2,2023,49905
OTHERCPT2,2023,51720
OTHERCPT2,2023,52310
OTHERCPT2,2023,53230
OTHERCPT2,2023,55700
OTHERCPT2,2023,57106
OTHERCPT2,2023,57110
OTHERCPT2,2023,57120
OTHERCPT2,2023,57250
OTHERCPT2,2023,57260
OTHERCPT2,2023,57283
OTHERCPT2,2023,57288
OTHERCPT2,2023,57425
OTHERCPT2,2023,58558
OTHERCPT2,2023,58700
OTHERCPT2,2023,76705
OTHERCPT2,2023,76998
OTHERCPT2,2023,97606
OTHERCPT2,2023,NULL
OTHERCPT3,2013,0078T
OTHERCPT3,2013,0080T
OTHERCPT3,2013,11042
OTHERCPT3,2013,11402
OTHERCPT3,2013,11441
OTHERCPT3,2013,14060
OTHERCPT3,2013,15100
OTHERCPT3,2013,15120
OTHERCPT3,2013,15574
OTHERCPT3,2013,15734
OTHERCPT3,2013,15877
OTHERCPT3,2013,19325
OTHERCPT3,2013,19328
OTHERCPT3,2013,19350
OTHERCPT3,2013,19370
OTHERCPT3,2013,19380
OTHERCPT3,2013,20926
OTHERCPT3,2013,21081
OTHERCPT3,2013,26860
OTHERCPT3,2013,27486
OTHERCPT3,2013,28810
OTHERCPT3,2013,30465
OTHERCPT3,2013,31365
OTHERCPT3,2013,34201
OTHERCPT3,2013,34802
OTHERCPT3,2013,34812
OTHERCPT3,2013,36140
OTHERCPT3,2013,36200
OTHERCPT3,2013,36245
OTHERCPT3,2013,36247
OTHERCPT3,2013,36251
OTHERCPT3,2013,36252
OTHERCPT3,2013,36500
OTHERCPT3,2013,37214
OTHERCPT3,2013,37228
OTHERCPT3,2013,38724
OTHERCPT3,2013,39220
OTHERCPT3,2013,39541
OTHERCPT3,2013,39560
OTHERCPT3,2013,40530
OTHERCPT3,2013,42415
OTHERCPT3,2013,42953
OTHERCPT3,2013,43030
OTHERCPT3,2013,43235
OTHERCPT3,2013,43246
OTHERCPT3,2013,43611
OTHERCPT3,2013,43621
OTHERCPT3,2013,43800
OTHERCPT3,2013,44005
OTHERCPT3,2013,44110
OTHERCPT3,2013,44120
OTHERCPT3,2013,44139
OTHERCPT3,2013,44180
OTHERCPT3,2013,44213
OTHERCPT3,2013,47379
OTHERCPT3,2013,47380
OTHERCPT3,2013,47562
OTHERCPT3,2013,47600
OTHERCPT3,2013,49204
OTHERCPT3,2013,49560
OTHERCPT3,2013,49568
OTHERCPT3,2013,50715
OTHERCPT3,2013,51900
OTHERCPT3,2013,57240
OTHERCPT3,2013,57425
OTHERCPT3,2013,58150
OTHERCPT3,2013,58571
OTHERCPT3,2013,60500
OTHERCPT3,2013,60512
OTHERCPT3,2013,64886
OTHERCPT3,2013,67938
OTHERCPT3,2013,75630
OTHERCPT3,2013,75710
OTHERCPT3,2013,75952
OTHERCPT3,2013,75960
OTHERCPT3,2013,76937
OTHERCPT3,2013,76998
OTHERCPT3,2013,95920
OTHERCPT3,2013,97598
OTHERCPT3,2013,97606
OTHERCPT3,2013,NULL
OTHERCPT3,2014,11008
OTHERCPT3,2014,11042
OTHERCPT3,2014,11045
OTHERCPT3,2014,11443
OTHERCPT3,2014,11626
OTHERCPT3,2014,11922
OTHERCPT3,2014,13131
OTHERCPT3,2014,14040
OTHERCPT3,2014,15101
OTHERCPT3,2014,15130
OTHERCPT3,2014,15630
OTHERCPT3,2014,15734
OTHERCPT3,2014,15822
OTHERCPT3,2014,15830
OTHERCPT3,2014,15832
OTHERCPT3,2014,19316
OTHERCPT3,2014,19328
OTHERCPT3,2014,19330
OTHERCPT3,2014,20680
OTHERCPT3,2014,21552
OTHERCPT3,2014,30465
OTHERCPT3,2014,31360
OTHERCPT3,2014,31365
OTHERCPT3,2014,32662
OTHERCPT3,2014,34812
OTHERCPT3,2014,34825
OTHERCPT3,2014,35371
OTHERCPT3,2014,35372
OTHERCPT3,2014,36140
OTHERCPT3,2014,36200
OTHERCPT3,2014,36216
OTHERCPT3,2014,36245
OTHERCPT3,2014,36246
OTHERCPT3,2014,36247
OTHERCPT3,2014,36251
OTHERCPT3,2014,36500
OTHERCPT3,2014,36561
OTHERCPT3,2014,37211
OTHERCPT3,2014,37221
OTHERCPT3,2014,37223
OTHERCPT3,2014,37226
OTHERCPT3,2014,38100
OTHERCPT3,2014,38724
OTHERCPT3,2014,38747
OTHERCPT3,2014,41120
OTHERCPT3,2014,43030
OTHERCPT3,2014,43246
OTHERCPT3,2014,44005
OTHERCPT3,2014,44015
OTHERCPT3,2014,44120
OTHERCPT3,2014,44121
OTHERCPT3,2014,44143
OTHERCPT3,2014,44187
OTHERCPT3,2014,45560
OTHERCPT3,2014,46045
OTHERCPT3,2014,47100
OTHERCPT3,2014,47120
OTHERCPT3,2014,47600
OTHERCPT3,2014,49000
OTHERCPT3,2014,49560
OTHERCPT3,2014,49565
OTHERCPT3,2014,49566
OTHERCPT3,2014,49568
OTHERCPT3,2014,52204
OTHERCPT3,2014,60210
OTHERCPT3,2014,60220
OTHERCPT3,2014,69110
OTHERCPT3,2014,69120
OTHERCPT3,2014,74420
OTHERCPT3,2014,75630
OTHERCPT3,2014,75716
OTHERCPT3,2014,75736
OTHERCPT3,2014,75822
OTHERCPT3,2014,75952
OTHERCPT3,2014,75953
OTHERCPT3,2014,76937
OTHERCPT3,2014,76998
OTHERCPT3,2014,97605
OTHERCPT3,2014,NULL
OTHERCPT3,2015,11008
OTHERCPT3,2015,11042
OTHERCPT3,2015,11045
OTHERCPT3,2015,13102
OTHERCPT3,2015,14060
OTHERCPT3,2015,15100
OTHERCPT3,2015,15120
OTHERCPT3,2015,15130
OTHERCPT3,2015,15240
OTHERCPT3,2015,15734
OTHERCPT3,2015,15847
OTHERCPT3,2015,19316
OTHERCPT3,2015,19328
OTHERCPT3,2015,19371
OTHERCPT3,2015,21235
OTHERCPT3,2015,28825
OTHERCPT3,2015,30465
OTHERCPT3,2015,31365
OTHERCPT3,2015,33889
OTHERCPT3,2015,34111
OTHERCPT3,2015,34804
OTHERCPT3,2015,34812
OTHERCPT3,2015,34825
OTHERCPT3,2015,34826
OTHERCPT3,2015,34834
OTHERCPT3,2015,35221
OTHERCPT3,2015,35371
OTHERCPT3,2015,35372
OTHERCPT3,2015,35741
OTHERCPT3,2015,36200
OTHERCPT3,2015,36251
OTHERCPT3,2015,36252
OTHERCPT3,2015,37211
OTHERCPT3,2015,37213
OTHERCPT3,2015,37214
OTHERCPT3,2015,37221
OTHERCPT3,2015,37222
OTHERCPT3,2015,37223
OTHERCPT3,2015,37224
OTHERCPT3,2015,37226
OTHERCPT3,2015,37236
OTHERCPT3,2015,37237
OTHERCPT3,2015,37565
OTHERCPT3,2015,38525
OTHERCPT3,2015,38724
OTHERCPT3,2015,38747
OTHERCPT3,2015,38900
OTHERCPT3,2015,42842
OTHERCPT3,2015,43030
OTHERCPT3,2015,44015
OTHERCPT3,2015,44120
OTHERCPT3,2015,44187
OTHERCPT3,2015,44206
OTHERCPT3,2015,44207
OTHERCPT3,2015,44213
OTHERCPT3,2015,44626
OTHERCPT3,2015,44650
OTHERCPT3,2015,44700
OTHERCPT3,2015,47130
OTHERCPT3,2015,47600
OTHERCPT3,2015,49320
OTHERCPT3,2015,49505
OTHERCPT3,2015,49568
OTHERCPT3,2015,52005
OTHERCPT3,2015,58720
OTHERCPT3,2015,69120
OTHERCPT3,2015,75625
OTHERCPT3,2015,75710
OTHERCPT3,2015,75726
OTHERCPT3,2015,75736
OTHERCPT3,2015,75952
OTHERCPT3,2015,75953
OTHERCPT3,2015,75957
OTHERCPT3,2015,76872
OTHERCPT3,2015,76937
OTHERCPT3,2015,76942
OTHERCPT3,2015,76998
OTHERCPT3,2015,97606
OTHERCPT3,2015,NULL
OTHERCPT3,2016,11008
OTHERCPT3,2016,11042
OTHERCPT3,2016,11045
OTHERCPT3,2016,14040
OTHERCPT3,2016,14301
OTHERCPT3,2016,15100
OTHERCPT3,2016,15120
OTHERCPT3,2016,15271
OTHERCPT3,2016,15734
OTHERCPT3,2016,15777
OTHERCPT3,2016,15839
OTHERCPT3,2016,15847
OTHERCPT3,2016,15877
OTHERCPT3,2016,19316
OTHERCPT3,2016,19328
OTHERCPT3,2016,19371
OTHERCPT3,2016,20926
OTHERCPT3,2016,34812
OTHERCPT3,2016,34825
OTHERCPT3,2016,34834
OTHERCPT3,2016,35013
OTHERCPT3,2016,35221
OTHERCPT3,2016,35371
OTHERCPT3,2016,35903
OTHERCPT3,2016,36200
OTHERCPT3,2016,36245
OTHERCPT3,2016,36246
OTHERCPT3,2016,36500
OTHERCPT3,2016,37184
OTHERCPT3,2016,37220
OTHERCPT3,2016,37252
OTHERCPT3,2016,38525
OTHERCPT3,2016,38747
OTHERCPT3,2016,38900
OTHERCPT3,2016,43305
OTHERCPT3,2016,44005
OTHERCPT3,2016,44121
OTHERCPT3,2016,44125
OTHERCPT3,2016,44139
OTHERCPT3,2016,44140
OTHERCPT3,2016,44187
OTHERCPT3,2016,44213
OTHERCPT3,2016,44310
OTHERCPT3,2016,45111
OTHERCPT3,2016,47711
OTHERCPT3,2016,49084
OTHERCPT3,2016,49568
OTHERCPT3,2016,49905
OTHERCPT3,2016,51550
OTHERCPT3,2016,75625
OTHERCPT3,2016,75710
OTHERCPT3,2016,75736
OTHERCPT3,2016,75952
OTHERCPT3,2016,75953
OTHERCPT3,2016,76937
OTHERCPT3,2016,76998
OTHERCPT3,2016,NULL
OTHERCPT3,2017,0437T
OTHERCPT3,2017,11043
OTHERCPT3,2017,11402
OTHERCPT3,2017,11406
OTHERCPT3,2017,11422
OTHERCPT3,2017,11626
OTHERCPT3,2017,11641
OTHERCPT3,2017,13101
OTHERCPT3,2017,14001
OTHERCPT3,2017,14060
OTHERCPT3,2017,15130
OTHERCPT3,2017,15240
OTHERCPT3,2017,15275
OTHERCPT3,2017,15734
OTHERCPT3,2017,15777
OTHERCPT3,2017,15830
OTHERCPT3,2017,15847
OTHERCPT3,2017,15877
OTHERCPT3,2017,19301
OTHERCPT3,2017,19303
OTHERCPT3,2017,19307
OTHERCPT3,2017,19316
OTHERCPT3,2017,19328
OTHERCPT3,2017,19350
OTHERCPT3,2017,19370
OTHERCPT3,2017,19371
OTHERCPT3,2017,19380
OTHERCPT3,2017,30465
OTHERCPT3,2017,31085
OTHERCPT3,2017,34812
OTHERCPT3,2017,34825
OTHERCPT3,2017,34834
OTHERCPT3,2017,35231
OTHERCPT3,2017,35303
OTHERCPT3,2017,35371
OTHERCPT3,2017,36120
OTHERCPT3,2017,36140
OTHERCPT3,2017,36200
OTHERCPT3,2017,36245
OTHERCPT3,2017,36247
OTHERCPT3,2017,36500
OTHERCPT3,2017,37185
OTHERCPT3,2017,37212
OTHERCPT3,2017,37220
OTHERCPT3,2017,37221
OTHERCPT3,2017,37223
OTHERCPT3,2017,37226
OTHERCPT3,2017,37228
OTHERCPT3,2017,37230
OTHERCPT3,2017,37232
OTHERCPT3,2017,37237
OTHERCPT3,2017,38525
OTHERCPT3,2017,38562
OTHERCPT3,2017,38724
OTHERCPT3,2017,38747
OTHERCPT3,2017,38900
OTHERCPT3,2017,41120
OTHERCPT3,2017,41153
OTHERCPT3,2017,44120
OTHERCPT3,2017,44139
OTHERCPT3,2017,44140
OTHERCPT3,2017,44180
OTHERCPT3,2017,44187
OTHERCPT3,2017,44202
OTHERCPT3,2017,44213
OTHERCPT3,2017,44310
OTHERCPT3,2017,44625
OTHERCPT3,2017,44660
OTHERCPT3,2017,44700
OTHERCPT3,2017,45171
OTHERCPT3,2017,45337
OTHERCPT3,2017,45385
OTHERCPT3,2017,45800
OTHERCPT3,2017,45990
OTHERCPT3,2017,47001
OTHERCPT3,2017,47100
OTHERCPT3,2017,49000
OTHERCPT3,2017,49203
OTHERCPT3,2017,49321
OTHERCPT3,2017,49561
OTHERCPT3,2017,49568
OTHERCPT3,2017,49905
OTHERCPT3,2017,50715
OTHERCPT3,2017,52332
OTHERCPT3,2017,57106
OTHERCPT3,2017,57305
OTHERCPT3,2017,58661
OTHERCPT3,2017,58822
OTHERCPT3,2017,60512
OTHERCPT3,2017,60540
OTHERCPT3,2017,67950
OTHERCPT3,2017,74420
OTHERCPT3,2017,75710
OTHERCPT3,2017,75736
OTHERCPT3,2017,75952
OTHERCPT3,2017,75953
OTHERCPT3,2017,76940
OTHERCPT3,2017,NULL
OTHERCPT3,2018,11005
OTHERCPT3,2018,11008
OTHERCPT3,2018,11042
OTHERCPT3,2018,13102
OTHERCPT3,2018,14040
OTHERCPT3,2018,14041
OTHERCPT3,2018,15100
OTHERCPT3,2018,15240
OTHERCPT3,2018,15241
OTHERCPT3,2018,15734
OTHERCPT3,2018,15777
OTHERCPT3,2018,15830
OTHERCPT3,2018,15832
OTHERCPT3,2018,15847
OTHERCPT3,2018,15877
OTHERCPT3,2018,19303
OTHERCPT3,2018,19328
OTHERCPT3,2018,19340
OTHERCPT3,2018,19357
OTHERCPT3,2018,19380
OTHERCPT3,2018,20520
OTHERCPT3,2018,20926
OTHERCPT3,2018,30420
OTHERCPT3,2018,33886
OTHERCPT3,2018,34713
OTHERCPT3,2018,34715
OTHERCPT3,2018,34834
OTHERCPT3,2018,35256
OTHERCPT3,2018,35302
OTHERCPT3,2018,35372
OTHERCPT3,2018,36012
OTHERCPT3,2018,36200
OTHERCPT3,2018,36247
OTHERCPT3,2018,36248
OTHERCPT3,2018,36410
OTHERCPT3,2018,36500
OTHERCPT3,2018,37214
OTHERCPT3,2018,37221
OTHERCPT3,2018,37223
OTHERCPT3,2018,37224
OTHERCPT3,2018,37236
OTHERCPT3,2018,37237
OTHERCPT3,2018,37249
OTHERCPT3,2018,37252
OTHERCPT3,2018,37253
OTHERCPT3,2018,38562
OTHERCPT3,2018,38747
OTHERCPT3,2018,38900
OTHERCPT3,2018,42890
OTHERCPT3,2018,44120
OTHERCPT3,2018,44125
OTHERCPT3,2018,44187
OTHERCPT3,2018,44213
OTHERCPT3,2018,44300
OTHERCPT3,2018,44346
OTHERCPT3,2018,44620
OTHERCPT3,2018,44700
OTHERCPT3,2018,45307
OTHERCPT3,2018,45378
OTHERCPT3,2018,49203
OTHERCPT3,2018,49255
OTHERCPT3,2018,49320
OTHERCPT3,2018,49321
OTHERCPT3,2018,49560
OTHERCPT3,2018,49561
OTHERCPT3,2018,49566
OTHERCPT3,2018,49568
OTHERCPT3,2018,49587
OTHERCPT3,2018,49905
OTHERCPT3,2018,50715
OTHERCPT3,2018,50785
OTHERCPT3,2018,51900
OTHERCPT3,2018,57282
OTHERCPT3,2018,57283
OTHERCPT3,2018,58661
OTHERCPT3,2018,58720
OTHERCPT3,2018,75625
OTHERCPT3,2018,75630
OTHERCPT3,2018,75710
OTHERCPT3,2018,75956
OTHERCPT3,2018,76705
OTHERCPT3,2018,97606
OTHERCPT3,2018,97608
OTHERCPT3,2018,NULL
OTHERCPT3,2019,11008
OTHERCPT3,2019,11042
OTHERCPT3,2019,11045
OTHERCPT3,2019,11646
OTHERCPT3,2019,14001
OTHERCPT3,2019,14301
OTHERCPT3,2019,15100
OTHERCPT3,2019,15220
OTHERCPT3,2019,15734
OTHERCPT3,2019,15777
OTHERCPT3,2019,15830
OTHERCPT3,2019,15847
OTHERCPT3,2019,19303
OTHERCPT3,2019,19325
OTHERCPT3,2019,19350
OTHERCPT3,2019,20670
OTHERCPT3,2019,20680
OTHERCPT3,2019,33886
OTHERCPT3,2019,34203
OTHERCPT3,2019,34709
OTHERCPT3,2019,34713
OTHERCPT3,2019,35206
OTHERCPT3,2019,35221
OTHERCPT3,2019,35302
OTHERCPT3,2019,35351
OTHERCPT3,2019,35355
OTHERCPT3,2019,35700
OTHERCPT3,2019,36140
OTHERCPT3,2019,36200
OTHERCPT3,2019,36246
OTHERCPT3,2019,36247
OTHERCPT3,2019,37220
OTHERCPT3,2019,37221
OTHERCPT3,2019,37222
OTHERCPT3,2019,37224
OTHERCPT3,2019,37236
OTHERCPT3,2019,37237
OTHERCPT3,2019,37242
OTHERCPT3,2019,37253
OTHERCPT3,2019,38747
OTHERCPT3,2019,43235
OTHERCPT3,2019,43631
OTHERCPT3,2019,44005
OTHERCPT3,2019,44050
OTHERCPT3,2019,44139
OTHERCPT3,2019,44140
OTHERCPT3,2019,44187
OTHERCPT3,2019,44213
OTHERCPT3,2019,44310
OTHERCPT3,2019,44345
OTHERCPT3,2019,44700
OTHERCPT3,2019,46020
OTHERCPT3,2019,47100
OTHERCPT3,2019,47120
OTHERCPT3,2019,47600
OTHERCPT3,2019,49000
OTHERCPT3,2019,49020
OTHERCPT3,2019,49205
OTHERCPT3,2019,49255
OTHERCPT3,2019,49505
OTHERCPT3,2019,49560
OTHERCPT3,2019,49568
OTHERCPT3,2019,51860
OTHERCPT3,2019,52005
OTHERCPT3,2019,56810
OTHERCPT3,2019,57250
OTHERCPT3,2019,58544
OTHERCPT3,2019,58661
OTHERCPT3,2019,58720
OTHERCPT3,2019,58740
OTHERCPT3,2019,60512
OTHERCPT3,2019,75820
OTHERCPT3,2019,75957
OTHERCPT3,2019,76937
OTHERCPT3,2019,76940
OTHERCPT3,2019,97605
OTHERCPT3,2019,97606
OTHERCPT3,2019,NULL
OTHERCPT3,2020,11008
OTHERCPT3,2020,11042
OTHERCPT3,2020,11626
OTHERCPT3,2020,13101
OTHERCPT3,2020,15120
OTHERCPT3,2020,15260
OTHERCPT3,2020,15272
OTHERCPT3,2020,15734
OTHERCPT3,2020,15736
OTHERCPT3,2020,15740
OTHERCPT3,2020,15777
OTHERCPT3,2020,15830
OTHERCPT3,2020,15847
OTHERCPT3,2020,15877
OTHERCPT3,2020,19302
OTHERCPT3,2020,19303
OTHERCPT3,2020,19340
OTHERCPT3,2020,19342
OTHERCPT3,2020,19371
OTHERCPT3,2020,20680
OTHERCPT3,2020,21179
OTHERCPT3,2020,28820
OTHERCPT3,2020,34709
OTHERCPT3,2020,34713
OTHERCPT3,2020,34715
OTHERCPT3,2020,34812
OTHERCPT3,2020,35201
OTHERCPT3,2020,35221
OTHERCPT3,2020,35231
OTHERCPT3,2020,35302
OTHERCPT3,2020,35331
OTHERCPT3,2020,35351
OTHERCPT3,2020,35372
OTHERCPT3,2020,35556
OTHERCPT3,2020,35860
OTHERCPT3,2020,36200
OTHERCPT3,2020,36245
OTHERCPT3,2020,36246
OTHERCPT3,2020,36247
OTHERCPT3,2020,36248
OTHERCPT3,2020,36252
OTHERCPT3,2020,37185
OTHERCPT3,2020,37211
OTHERCPT3,2020,37220
OTHERCPT3,2020,37221
OTHERCPT3,2020,37222
OTHERCPT3,2020,37223
OTHERCPT3,2020,37224
OTHERCPT3,2020,37232
OTHERCPT3,2020,37236
OTHERCPT3,2020,37252
OTHERCPT3,2020,38570
OTHERCPT3,2020,38572
OTHERCPT3,2020,38747
OTHERCPT3,2020,38765
OTHERCPT3,2020,38900
OTHERCPT3,2020,41116
OTHERCPT3,2020,42415
OTHERCPT3,2020,43246
OTHERCPT3,2020,43830
OTHERCPT3,2020,44005
OTHERCPT3,2020,44120
OTHERCPT3,2020,44121
OTHERCPT3,2020,44140
OTHERCPT3,2020,44141
OTHERCPT3,2020,44143
OTHERCPT3,2020,44145
OTHERCPT3,2020,44187
OTHERCPT3,2020,44213
OTHERCPT3,2020,44310
OTHERCPT3,2020,44604
OTHERCPT3,2020,44620
OTHERCPT3,2020,44700
OTHERCPT3,2020,44955
OTHERCPT3,2020,45330
OTHERCPT3,2020,47100
OTHERCPT3,2020,47120
OTHERCPT3,2020,47130
OTHERCPT3,2020,47380
OTHERCPT3,2020,47600
OTHERCPT3,2020,49000
OTHERCPT3,2020,49255
OTHERCPT3,2020,49320
OTHERCPT3,2020,49321
OTHERCPT3,2020,49561
OTHERCPT3,2020,49566
OTHERCPT3,2020,49568
OTHERCPT3,2020,49905
OTHERCPT3,2020,51555
OTHERCPT3,2020,51720
OTHERCPT3,2020,57250
OTHERCPT3,2020,57260
OTHERCPT3,2020,57288
OTHERCPT3,2020,58150
OTHERCPT3,2020,58552
OTHERCPT3,2020,58572
OTHERCPT3,2020,64488
OTHERCPT3,2020,75710
OTHERCPT3,2020,76705
OTHERCPT3,2020,76937
OTHERCPT3,2020,76940
OTHERCPT3,2020,97605
OTHERCPT3,2020,97606
OTHERCPT3,2020,97608
OTHERCPT3,2020,NULL
OTHERCPT3,2021,11005
OTHERCPT3,2021,11045
OTHERCPT3,2021,14041
OTHERCPT3,2021,14301
OTHERCPT3,2021,15101
OTHERCPT3,2021,15734
OTHERCPT3,2021,15769
OTHERCPT3,2021,15771
OTHERCPT3,2021,15777
OTHERCPT3,2021,15830
OTHERCPT3,2021,15860
OTHERCPT3,2021,15876
OTHERCPT3,2021,19328
OTHERCPT3,2021,19370
OTHERCPT3,2021,19371
OTHERCPT3,2021,28820
OTHERCPT3,2021,34709
OTHERCPT3,2021,34713
OTHERCPT3,2021,34715
OTHERCPT3,2021,35221
OTHERCPT3,2021,35302
OTHERCPT3,2021,35351
OTHERCPT3,2021,35371
OTHERCPT3,2021,35372
OTHERCPT3,2021,35558
OTHERCPT3,2021,35665
OTHERCPT3,2021,36140
OTHERCPT3,2021,36200
OTHERCPT3,2021,36247
OTHERCPT3,2021,37185
OTHERCPT3,2021,37214
OTHERCPT3,2021,37220
OTHERCPT3,2021,37223
OTHERCPT3,2021,37232
OTHERCPT3,2021,37236
OTHERCPT3,2021,37242
OTHERCPT3,2021,38542
OTHERCPT3,2021,38572
OTHERCPT3,2021,38724
OTHERCPT3,2021,38747
OTHERCPT3,2021,38780
OTHERCPT3,2021,38792
OTHERCPT3,2021,38900
OTHERCPT3,2021,42950
OTHERCPT3,2021,44005
OTHERCPT3,2021,44015
OTHERCPT3,2021,44120
OTHERCPT3,2021,44125
OTHERCPT3,2021,44139
OTHERCPT3,2021,44213
OTHERCPT3,2021,44310
OTHERCPT3,2021,44620
OTHERCPT3,2021,44660
OTHERCPT3,2021,44700
OTHERCPT3,2021,44950
OTHERCPT3,2021,47120
OTHERCPT3,2021,47125
OTHERCPT3,2021,47380
OTHERCPT3,2021,47600
OTHERCPT3,2021,48120
OTHERCPT3,2021,49000
OTHERCPT3,2021,49203
OTHERCPT3,2021,49205
OTHERCPT3,2021,49255
OTHERCPT3,2021,49402
OTHERCPT3,2021,49560
OTHERCPT3,2021,49568
OTHERCPT3,2021,49585
OTHERCPT3,2021,49905
OTHERCPT3,2021,51720
OTHERCPT3,2021,52000
OTHERCPT3,2021,52318
OTHERCPT3,2021,53265
OTHERCPT3,2021,57120
OTHERCPT3,2021,57210
OTHERCPT3,2021,57250
OTHERCPT3,2021,57268
OTHERCPT3,2021,57288
OTHERCPT3,2021,57289
OTHERCPT3,2021,57305
OTHERCPT3,2021,58545
OTHERCPT3,2021,58662
OTHERCPT3,2021,64784
OTHERCPT3,2021,75630
OTHERCPT3,2021,75710
OTHERCPT3,2021,75736
OTHERCPT3,2021,76705
OTHERCPT3,2021,76937
OTHERCPT3,2021,76940
OTHERCPT3,2021,76998
OTHERCPT3,2021,97606
OTHERCPT3,2021,NULL
OTHERCPT3,2022,0601T
OTHERCPT3,2022,10180
OTHERCPT3,2022,15100
OTHERCPT3,2022,15734
OTHERCPT3,2022,15830
OTHERCPT3,2022,17999
OTHERCPT3,2022,26055
OTHERCPT3,2022,36620
OTHERCPT3,2022,38100
OTHERCPT3,2022,38589
OTHERCPT3,2022,38747
OTHERCPT3,2022,39560
OTHERCPT3,2022,43999
OTHERCPT3,2022,44139
OTHERCPT3,2022,44141
OTHERCPT3,2022,44160
OTHERCPT3,2022,44310
OTHERCPT3,2022,44620
OTHERCPT3,2022,44650
OTHERCPT3,2022,44700
OTHERCPT3,2022,44955
OTHERCPT3,2022,45378
OTHERCPT3,2022,47382
OTHERCPT3,2022,47600
OTHERCPT3,2022,48120
